	Ecoli	Listeria	Shigellia
OG0002517	sp|P39305|ULAE_ECOLI		tr|F5P3H0|F5P3H0_SHIFL
OG0002518	sp|P39306|ULAF_ECOLI		tr|F5P3G9|F5P3G9_SHIFL
OG0002519	sp|P39300|ULAG_ECOLI		tr|F5P3H5|F5P3H5_SHIFL
OG0002520	sp|P04152|UMUC_ECOLI		tr|F5NTC4|F5NTC4_SHIFL
OG0002521	sp|P0A8S5|USPB_ECOLI		tr|F5P2R6|F5P2R6_SHIFL
OG0002522	sp|P0AAC0|USPE_ECOLI		tr|F5NTV6|F5NTV6_SHIFL
OG0002523	sp|P0ADP7|UBIJ_ECOLI		tr|F5P1H0|F5P1H0_SHIFL
OG0002524	sp|P76373|UDG_ECOLI		tr|F5NWN3|F5NWN3_SHIFL
OG0002525	sp|P0A9W0|ULAR_ECOLI		tr|F5P3H6|F5P3H6_SHIFL
OG0002526	sp|P60932|UPPP_ECOLI		tr|F5NZI5|F5NZI5_SHIFL
OG0002527	sp|P39177|USPG_ECOLI		tr|F5NRU0|F5NRU0_SHIFL
OG0002528	sp|P42604|UXAA_ECOLI		tr|F5NZM6|F5NZM6_SHIFL
OG0002529	sp|P0AGA6|UHPA_ECOLI		tr|F5P1Q9|F5P1Q9_SHIFL
OG0002530	sp|P76214|VES_ECOLI		tr|F5NUN3|F5NUN3_SHIFL
OG0002531	sp|P0ADN0|VIAA_ECOLI		tr|F5P203|F5P203_SHIFL
OG0002532	sp|P0A8G3|UXAC_ECOLI		tr|F5NZM7|F5NZM7_SHIFL
OG0002533	sp|P24215|UXUA_ECOLI		tr|F5P414|F5P414_SHIFL
OG0002534	sp|P31666|YADE_ECOLI		tr|F5NPK3|F5NPK3_SHIFL
OG0002535	sp|P0A8U2|YAFD_ECOLI		tr|F5NQ55|F5NQ55_SHIFL
OG0002536	sp|P0AAQ6|YBAA_ECOLI		tr|F5NRH2|F5NRH2_SHIFL
OG0002537	sp|P77627|YBER_ECOLI		tr|F5NRY5|F5NRY5_SHIFL
OG0002538	sp|P0A8Z3|YBGC_ECOLI		tr|F5NQR6|F5NQR6_SHIFL
OG0002539	sp|P37909|YBGD_ECOLI		tr|F5NQU2|F5NQU2_SHIFL
OG0002540	sp|P75748|YBGO_ECOLI		tr|F5NQV0|F5NQV0_SHIFL
OG0002541	sp|P75777|YBHG_ECOLI		tr|F5NS68|F5NS68_SHIFL
OG0002542	sp|P30143|YAAJ_ECOLI		tr|F5P4D5|F5P4D5_SHIFL
OG0002543	sp|Q47158|YAFP_ECOLI		tr|F5NQ90|F5NQ90_SHIFL
OG0002544	sp|P0C037|YAIE_ECOLI		tr|F5NQD6|F5NQD6_SHIFL
OG0002545	sp|P77199|YAIT_ECOLI		tr|F5NQB4|F5NQB4_SHIFL
OG0002546	sp|P0AAP7|YAIY_ECOLI		tr|F5NQC0|F5NQC0_SHIFL
OG0002547	sp|P0AAR5|YBAN_ECOLI		tr|F5NRI4|F5NRI4_SHIFL
OG0002548	sp|P0AFP4|YBBO_ECOLI		tr|F5NRL0|F5NRL0_SHIFL
OG0002549	sp|P77460|YBCY_ECOLI		tr|F5NX17|F5NX17_SHIFL
OG0002550	sp|P0AAT4|YBDG_ECOLI		tr|F5NRS0|F5NRS0_SHIFL
OG0002551	sp|P77746|YBDO_ECOLI		tr|F5NRT2|F5NRT2_SHIFL
OG0002552	sp|P12994|YBHB_ECOLI		tr|F5NS43|F5NS43_SHIFL
OG0002553	sp|P0AAV8|YBHH_ECOLI		tr|F5NS25|F5NS25_SHIFL
OG0002554	sp|P75764|YBHJ_ECOLI		tr|F5NS15|F5NS15_SHIFL
OG0002555	sp|P75769|YBHM_ECOLI		tr|F5NS57|F5NS57_SHIFL
OG0002556	sp|P0AAW1|YBHP_ECOLI		tr|F5NS63|F5NS63_SHIFL
OG0002557	sp|P0AFP9|YBHR_ECOLI		tr|F5NS65|F5NS65_SHIFL
OG0002558	sp|P0ACU0|YBIH_ECOLI		tr|F5NS69|F5NS69_SHIFL
OG0002559	sp|P75788|YBIR_ECOLI		tr|F5NS97|F5NS97_SHIFL
OG0002560	sp|P21503|YCAD_ECOLI	tr|Q8Y6K2|Q8Y6K2_LISMO	
OG0002561	sp|P75838|YCAO_ECOLI		tr|F5NSM9|F5NSM9_SHIFL
OG0002562	sp|P22525|YCBB_ECOLI		tr|F5NSQ9|F5NSQ9_SHIFL
OG0002563	sp|P29013|YCGB_ECOLI		tr|F5NTC8|F5NTC8_SHIFL
OG0002564	sp|P0AB52|YCHN_ECOLI		tr|F5NTG8|F5NTG8_SHIFL
OG0002565	sp|P21365|YCIC_ECOLI		tr|F5NTK7|F5NTK7_SHIFL
OG0002566	sp|P21363|YCIE_ECOLI		tr|F5NTK9|F5NTK9_SHIFL
OG0002567	sp|P0A8R7|YCJF_ECOLI		tr|F5NTT7|F5NTT7_SHIFL
OG0002568	sp|P76046|YCJX_ECOLI		tr|F5NTT6|F5NTT6_SHIFL
OG0002569	sp|P75617|YAAW_ECOLI		tr|F5NPT1|F5NPT1_SHIFL
OG0002570	sp|P77328|YBBY_ECOLI		tr|F5NRN1|F5NRN1_SHIFL
OG0002571	sp|P0AAN5|YAIA_ECOLI		tr|F5NQD4|F5NQD4_SHIFL
OG0002572	sp|P0A9T8|YBBA_ECOLI		tr|F5NRL2|F5NRL2_SHIFL
OG0002573	sp|P77316|YBDR_ECOLI		tr|F5NRU1|F5NRU1_SHIFL
OG0002574	sp|P39874|YBEM_ECOLI		tr|F5NRW6|F5NRW6_SHIFL
OG0002575	sp|P75749|YBGP_ECOLI		tr|F5NQU8|F5NQU8_SHIFL
OG0002576	sp|P46130|YBHC_ECOLI		tr|F5NS14|F5NS14_SHIFL
OG0002577	sp|P30178|YBIC_ECOLI		tr|F5NS75|F5NS75_SHIFL
OG0002578	sp|P41039|YBII_ECOLI		tr|F5NS77|F5NS77_SHIFL
OG0002579	sp|P75828|YBJD_ECOLI		tr|F5NSG1|F5NSG1_SHIFL
OG0002580	sp|P43672|UUP_ECOLI		tr|F5NST5|F5NST5_SHIFL
OG0002581	sp|P09184|VSR_ECOLI		tr|F5NW30|F5NW30_SHIFL
OG0002582	sp|P27833|WECE_ECOLI		tr|F5P1L7|F5P1L7_SHIFL
OG0002583	sp|P71242|WCAK_ECOLI		tr|F5NWP8|F5NWP8_SHIFL
OG0002584	sp|P77377|WZXC_ECOLI		tr|F5NWP9|F5NWP9_SHIFL
OG0002585	sp|P27835|WZYE_ECOLI		tr|F5P1L3|F5P1L3_SHIFL
OG0002586	sp|P76372|WZZB_ECOLI		tr|F5NWN2|F5NWN2_SHIFL
OG0002587	sp|P0AGF4|XYLE_ECOLI		tr|F5P0R3|F5P0R3_SHIFL
OG0002588	sp|P0AED5|UVRY_ECOLI		tr|F5NVX4|F5NVX4_SHIFL
OG0002589	sp|P27829|WECC_ECOLI		tr|F5P1M1|F5P1M1_SHIFL
OG0002590	sp|P71244|WCAM_ECOLI		tr|F5NWP6|F5NWP6_SHIFL
OG0002591	sp|P0AAA7|WZXE_ECOLI		tr|F5P1L6|F5P1L6_SHIFL
OG0002592	sp|P45563|XAPA_ECOLI	tr|Q8Y5V2|Q8Y5V2_LISMO	
OG0002593	sp|P0AG00|WZZE_ECOLI		tr|F5P1M3|F5P1M3_SHIFL
OG0002594	sp|P71237|WCAC_ECOLI		tr|F5NWR2|F5NWR2_SHIFL
OG0002595	sp|P0ACD2|WCAF_ECOLI		tr|F5NWQ9|F5NWQ9_SHIFL
OG0002596	sp|P56258|WECF_ECOLI		tr|F5P1L4|F5P1L4_SHIFL
OG0002597	sp|P0A8P6|XERC_ECOLI		tr|F5P1J5|F5P1J5_SHIFL
OG0002598	sp|P71238|WCAD_ECOLI		tr|F5NWR1|F5NWR1_SHIFL
OG0002599	sp|P32057|WCAI_ECOLI		tr|F5NWQ5|F5NWQ5_SHIFL
OG0002600	sp|P71241|WCAJ_ECOLI		tr|F5NWQ0|F5NWQ0_SHIFL
OG0002601	sp|P27832|WECD_ECOLI		tr|F5P1L8|F5P1L8_SHIFL
OG0002602	sp|P37669|WECH_ECOLI		tr|F5P2H7|F5P2H7_SHIFL
OG0002603	sp|P0ACC9|WCAB_ECOLI		tr|F5NWR3|F5NWR3_SHIFL
OG0002604	sp|P71239|WCAE_ECOLI		tr|F5NWR0|F5NWR0_SHIFL
OG0002605	sp|P00944|XYLA_ECOLI		tr|F5P2H1|F5P2H1_SHIFL
OG0002606	sp|P37388|XYLG_ECOLI		tr|F5P2G9|F5P2G9_SHIFL
OG0002607	sp|P0AGI4|XYLH_ECOLI		tr|F5P2G8|F5P2G8_SHIFL
OG0002608	sp|P37387|XYLF_ECOLI		tr|F5P2H0|F5P2H0_SHIFL
OG0002609	sp|P0A9M5|XGPT_ECOLI		tr|F5NQ94|F5NQ94_SHIFL
OG0002610	sp|P30864|YAFC_ECOLI		tr|F5NQ54|F5NQ54_SHIFL
OG0002611	sp|P77562|YAIW_ECOLI		tr|F5NQB9|F5NQB9_SHIFL
OG0002612	sp|P0AAQ0|YAIZ_ECOLI		tr|F5NQC1|F5NQC1_SHIFL
OG0002613	sp|P46890|YBAE_ECOLI		tr|F5NRF4|F5NRF4_SHIFL
OG0002614	sp|P45807|YBAM_ECOLI		tr|F5NRI2|F5NRI2_SHIFL
OG0002615	sp|P77400|YBAT_ECOLI		tr|F5NRK3|F5NRK3_SHIFL
OG0002616	sp|P45570|YBCI_ECOLI		tr|F5NRP4|F5NRP4_SHIFL
OG0002617	sp|P75843|YCAQ_ECOLI		tr|F5NSP8|F5NSP8_SHIFL
OG0002618	sp|P0A8E1|YCFP_ECOLI		tr|F5NT12|F5NT12_SHIFL
OG0002619	sp|P76010|YCGR_ECOLI		tr|F5NTD7|F5NTD7_SHIFL
OG0002620	sp|P75988|YCGX_ECOLI		tr|F5NT66|F5NT66_SHIFL
OG0002621	sp|P21361|YCIG_ECOLI		tr|F5NTL1|F5NTL1_SHIFL
OG0002622	sp|P31808|YCIK_ECOLI		tr|F5NTM1|F5NTM1_SHIFL
OG0002623	sp|P58094|YCIX_ECOLI		tr|F5NTM8|F5NTM8_SHIFL
OG0002624	sp|A5A614|YCIZ_ECOLI		tr|F5NTP1|F5NTP1_SHIFL
OG0002625	sp|P0ACW6|YDCH_ECOLI		tr|F5NU37|F5NU37_SHIFL
OG0002626	sp|P77171|YDCI_ECOLI		tr|F5NU34|F5NU34_SHIFL
OG0002627	sp|P76204|YDIV_ECOLI		tr|F5NUS1|F5NUS1_SHIFL
OG0002628	sp|P77493|YDJH_ECOLI		tr|F5NUJ8|F5NUJ8_SHIFL
OG0002629	sp|P77280|YDJJ_ECOLI		tr|F5NUJ6|F5NUJ6_SHIFL
OG0002630	sp|P76278|YEBZ_ECOLI		tr|F5NVG8|F5NVG8_SHIFL
OG0002631	sp|P76296|YECT_ECOLI		tr|F5NVT0|F5NVT0_SHIFL
OG0002632	sp|P31063|YEDD_ECOLI		tr|F5NVY8|F5NVY8_SHIFL
OG0002633	sp|P31064|YEDE_ECOLI		tr|F5NVY9|F5NVY9_SHIFL
OG0002634	sp|P76419|YEGV_ECOLI		tr|F5NWW4|F5NWW4_SHIFL
OG0002635	sp|P33342|YEHC_ECOLI		tr|F5NWX5|F5NWX5_SHIFL
OG0002636	sp|P33349|YEHM_ECOLI		tr|F5NX04|F5NX04_SHIFL
OG0002637	sp|P33355|YEHS_ECOLI		tr|F5NX10|F5NX10_SHIFL
OG0002638	sp|P0AFT5|YEHT_ECOLI		tr|F5NX11|F5NX11_SHIFL
OG0002639	sp|P0AD14|YEHU_ECOLI		tr|F5NX12|F5NX12_SHIFL
OG0002640	sp|P33362|YEHZ_ECOLI		tr|F5NX53|F5NX53_SHIFL
OG0002641	sp|P33913|YEJA_ECOLI		tr|F5NXA9|F5NXA9_SHIFL
OG0002642	sp|P0AFU0|YEJB_ECOLI		tr|F5NXB0|F5NXB0_SHIFL
OG0002643	sp|P76463|YFAQ_ECOLI		tr|F5NXF6|F5NXF6_SHIFL
OG0002644	sp|P77544|YFCF_ECOLI		tr|F5NXQ2|F5NXQ2_SHIFL
OG0002645	sp|P76499|YFCP_ECOLI		tr|F5NXT4|F5NXT4_SHIFL
OG0002646	sp|P77288|YFCV_ECOLI		tr|F5NXU2|F5NXU2_SHIFL
OG0002647	sp|P0ACR7|YFER_ECOLI		tr|F5NY79|F5NY79_SHIFL
OG0002648	sp|P77172|YFGF_ECOLI		tr|F5NY01|F5NY01_SHIFL
OG0002649	sp|P46139|YFIN_ECOLI		tr|F5NZ20|F5NZ20_SHIFL
OG0002650	sp|P43667|YGAH_ECOLI		tr|F5NYX6|F5NYX6_SHIFL
OG0002651	sp|P55734|YGAP_ECOLI		tr|F5NYZ5|F5NYZ5_SHIFL
OG0002652	sp|P76628|YGAY_ECOLI		tr|F5NYX9|F5NYX9_SHIFL
OG0002653	sp|P0ADR8|YGDH_ECOLI		tr|F5NYL4|F5NYL4_SHIFL
OG0002654	sp|P03813|YGEA_ECOLI		tr|F5NZ80|F5NZ80_SHIFL
OG0002655	sp|Q46797|YGEQ_ECOLI		tr|F5P022|F5P022_SHIFL
OG0002656	sp|P52037|YGFF_ECOLI		tr|F5NZT6|F5NZT6_SHIFL
OG0002657	sp|P42640|YHBX_ECOLI		tr|F5P074|F5P074_SHIFL
OG0002658	sp|P45424|YHCH_ECOLI		tr|F5P0C0|F5P0C0_SHIFL
OG0002659	sp|P45804|YHGE_ECOLI		tr|F5P333|F5P333_SHIFL
OG0002660	sp|P37643|YHJE_ECOLI		tr|F5P2I6|F5P2I6_SHIFL
OG0002661	sp|P37649|YHJK_ECOLI		tr|F5P2J5|F5P2J5_SHIFL
OG0002662	sp|P23305|YIGA_ECOLI		tr|F5P1J6|F5P1J6_SHIFL
OG0002663	sp|P27840|YIGE_ECOLI		tr|F5P1J0|F5P1J0_SHIFL
OG0002664	sp|P32129|YIHG_ECOLI		tr|F5P1E7|F5P1E7_SHIFL
OG0002665	sp|P0A8H6|YIHI_ECOLI		tr|F5P1E2|F5P1E2_SHIFL
OG0002666	sp|P32160|YIIQ_ECOLI		tr|F5P148|F5P148_SHIFL
OG0002667	sp|P0AF40|YIJD_ECOLI		tr|F5P0Z1|F5P0Z1_SHIFL
OG0002668	sp|P32668|YIJF_ECOLI		tr|F5P118|F5P118_SHIFL
OG0002669	sp|P32677|YIJO_ECOLI		tr|F5P107|F5P107_SHIFL
OG0002670	sp|P0A8I3|YAAA_ECOLI		tr|F5P4D3|F5P4D3_SHIFL
OG0002671	sp|P0AA95|YACC_ECOLI		tr|F5NPJ1|F5NPJ1_SHIFL
OG0002672	sp|P0AAS3|YBBJ_ECOLI		tr|F5NRK5|F5NRK5_SHIFL
OG0002673	sp|P77395|YBBN_ECOLI		tr|F5NRK9|F5NRK9_SHIFL
OG0002674	sp|P77504|YBBP_ECOLI		tr|F5NRL6|F5NRL6_SHIFL
OG0002675	sp|P77698|YBCK_ECOLI		tr|F5NT79|F5NT79_SHIFL
OG0002676	sp|P75746|YBGL_ECOLI		tr|F5NQV3|F5NQV3_SHIFL
OG0002677	sp|P0AAV6|YBGS_ECOLI		tr|F5NQQ6|F5NQQ6_SHIFL
OG0002678	sp|P0A9U1|YBHF_ECOLI		tr|F5NS67|F5NS67_SHIFL
OG0002679	sp|P30177|YBIB_ECOLI		tr|F5NS74|F5NS74_SHIFL
OG0002680	sp|P0AAX3|YBIJ_ECOLI		tr|F5NS76|F5NS76_SHIFL
OG0002681	sp|P75779|YBIX_ECOLI		tr|F5NS78|F5NS78_SHIFL
OG0002682	sp|P75915|YCDY_ECOLI		tr|F5NR07|F5NR07_SHIFL
OG0002683	sp|P0AB28|YCED_ECOLI		tr|F5NSZ2|F5NSZ2_SHIFL
OG0002684	sp|P25743|YCHE_ECOLI		tr|F5NTI8|F5NTI8_SHIFL
OG0002685	sp|P0A710|YCIB_ECOLI		tr|F5NTK6|F5NTK6_SHIFL
OG0002686	sp|P08245|YCIH_ECOLI		tr|F5NTN7|F5NTN7_SHIFL
OG0002687	sp|P0AB61|YCIN_ECOLI		tr|F5NTM3|F5NTM3_SHIFL
OG0002688	sp|P0AFR4|YCIO_ECOLI		tr|F5NTL8|F5NTL8_SHIFL
OG0002689	sp|P45736|YCJD_ECOLI		tr|F5NTP8|F5NTP8_SHIFL
OG0002690	sp|P52645|YDBH_ECOLI		tr|F5NU04|F5NU04_SHIFL
OG0002691	sp|P0AFR9|YDCV_ECOLI		tr|F5NVF9|F5NVF9_SHIFL
OG0002692	sp|P64455|YDCY_ECOLI		tr|F5NVF5|F5NVF5_SHIFL
OG0002693	sp|P31131|YDEJ_ECOLI		tr|F5NU66|F5NU66_SHIFL
OG0002694	sp|P77286|YDEU_ECOLI		tr|F5NTA3|F5NTA3_SHIFL
OG0002695	sp|P64463|YDFZ_ECOLI		tr|F5NU62|F5NU62_SHIFL
OG0002696	sp|P77804|YDGA_ECOLI		tr|F5NV41|F5NV41_SHIFL
OG0002697	sp|P0ACX0|YDGC_ECOLI		tr|F5NV50|F5NV50_SHIFL
OG0002698	sp|P76186|YDHK_ECOLI		tr|F5NUZ9|F5NUZ9_SHIFL
OG0002699	sp|P77552|YDHQ_ECOLI		tr|F5NUX2|F5NUX2_SHIFL
OG0002700	sp|P77147|YDHT_ECOLI		tr|F5NUW8|F5NUW8_SHIFL
OG0002701	sp|P0ACX5|YDHZ_ECOLI		tr|F5NUW0|F5NUW0_SHIFL
OG0002702	sp|P0A9U8|YDIO_ECOLI		tr|F5NUT7|F5NUT7_SHIFL
OG0002703	sp|P76206|YDIY_ECOLI		tr|F5NUQ4|F5NUQ4_SHIFL
OG0002704	sp|P38055|YDJE_ECOLI		tr|F5NUK1|F5NUK1_SHIFL
OG0002705	sp|P64481|YDJM_ECOLI		tr|F5NUP5|F5NUP5_SHIFL
OG0002706	sp|P76221|YDJZ_ECOLI		tr|F5NUM2|F5NUM2_SHIFL
OG0002707	sp|P24238|YEBB_ECOLI		tr|F5NVJ6|F5NVJ6_SHIFL
OG0002708	sp|P64499|YEBO_ECOLI		tr|F5NUD1|F5NUD1_SHIFL
OG0002709	sp|P76272|YEBT_ECOLI		tr|F5NUC0|F5NUC0_SHIFL
OG0002710	sp|P0AD07|YECF_ECOLI		tr|F5NVX5|F5NVX5_SHIFL
OG0002711	sp|P76369|YEEY_ECOLI		tr|F5NWL2|F5NWL2_SHIFL
OG0002712	sp|P76395|YEGK_ECOLI		tr|F5NWT2|F5NWT2_SHIFL
OG0002713	sp|P76406|YEGR_ECOLI		tr|F5NWU9|F5NWU9_SHIFL
OG0002714	sp|P33340|YEHA_ECOLI		tr|F5NWX2|F5NWX2_SHIFL
OG0002715	sp|P33348|YEHL_ECOLI		tr|F5NX03|F5NX03_SHIFL
OG0002716	sp|P33353|YEHQ_ECOLI		tr|F5NX08|F5NX08_SHIFL
OG0002717	sp|P33361|YEHY_ECOLI		tr|F5NX52|F5NX52_SHIFL
OG0002718	sp|P25747|YEIB_ECOLI		tr|F5NX78|F5NX78_SHIFL
OG0002719	sp|P0AD21|YEJG_ECOLI		tr|F5NXB3|F5NXB3_SHIFL
OG0002720	sp|P76466|YFAT_ECOLI		tr|F5NXH5|F5NXH5_SHIFL
OG0002721	sp|P76501|YFCR_ECOLI		tr|F5NXT6|F5NXT6_SHIFL
OG0002722	sp|P37327|YFDC_ECOLI		tr|F5NXV2|F5NXV2_SHIFL
OG0002723	sp|P76538|YFEZ_ECOLI		tr|F5NYA5|F5NYA5_SHIFL
OG0002724	sp|P65294|YGDR_ECOLI		tr|F5NZ72|F5NZ72_SHIFL
OG0002725	sp|P0ADE8|YGFZ_ECOLI		tr|F5NZT2|F5NZT2_SHIFL
OG0002726	sp|P11663|YGGD_ECOLI		tr|F5NZX0|F5NZX0_SHIFL
OG0002727	sp|P0ADS9|YGGN_ECOLI		tr|F5P006|F5P006_SHIFL
OG0002728	sp|P52052|YGGR_ECOLI		tr|F5NZZ3|F5NZZ3_SHIFL
OG0002729	sp|P28696|YAAI_ECOLI		tr|F5NPT3|F5NPT3_SHIFL
OG0002730	sp|P36682|YACH_ECOLI		tr|F5NQ45|F5NQ45_SHIFL
OG0002731	sp|P0A8K5|YAEP_ECOLI		tr|F5NPR3|F5NPR3_SHIFL
OG0002732	sp|P0AAU7|YBFE_ECOLI		tr|F5NQL1|F5NQL1_SHIFL
OG0002733	sp|P75745|YBGK_ECOLI		tr|F5NQV4|F5NQV4_SHIFL
OG0002734	sp|P75791|YBIU_ECOLI		tr|F5NSA0|F5NSA0_SHIFL
OG0002735	sp|P0AAY4|YBJH_ECOLI		tr|F5NSL7|F5NSL7_SHIFL
OG0002736	sp|P75810|YBJJ_ECOLI		tr|F5NSL3|F5NSL3_SHIFL
OG0002737	sp|P0AAZ0|YBJO_ECOLI		tr|F5NSI1|F5NSI1_SHIFL
OG0002738	sp|P43674|YCAL_ECOLI		tr|F5NSN6|F5NSN6_SHIFL
OG0002739	sp|P75839|YCAP_ECOLI		tr|F5NSN2|F5NSN2_SHIFL
OG0002740	sp|P0AB14|YCCJ_ECOLI		tr|F5NRB4|F5NRB4_SHIFL
OG0002741	sp|P64442|YCEO_ECOLI		tr|F5NT85|F5NT85_SHIFL
OG0002742	sp|P0AB35|YCFJ_ECOLI		tr|F5NT14|F5NT14_SHIFL
OG0002743	sp|P37757|YDDE_ECOLI	tr|Q8Y8V3|Q8Y8V3_LISMO	
OG0002744	sp|P77519|YDDL_ECOLI		tr|F5NVD9|F5NVD9_SHIFL
OG0002745	sp|P76135|YDEO_ECOLI		tr|F5NU55|F5NU55_SHIFL
OG0002746	sp|P77721|YDJF_ECOLI		tr|F5NUK0|F5NUK0_SHIFL
OG0002747	sp|P77529|YDJN_ECOLI		tr|F5NUP4|F5NUP4_SHIFL
OG0002748	sp|P76234|YEAE_ECOLI		tr|F5NUI8|F5NUI8_SHIFL
OG0002749	sp|P33014|YEED_ECOLI		tr|F5NWK3|F5NWK3_SHIFL
OG0002750	sp|P0A8M6|YEEX_ECOLI		tr|F5NWC2|F5NWC2_SHIFL
OG0002751	sp|P76389|YEGH_ECOLI		tr|F5NWR9|F5NWR9_SHIFL
OG0002752	sp|P76393|YEGI_ECOLI		tr|F5NWT1|F5NWT1_SHIFL
OG0002753	sp|P76396|YEGL_ECOLI		tr|F5NWT3|F5NWT3_SHIFL
OG0002754	sp|P33341|YEHB_ECOLI		tr|F5NWX4|F5NWX4_SHIFL
OG0002755	sp|P0AD27|YEJM_ECOLI		tr|F5NXC1|F5NXC1_SHIFL
OG0002756	sp|P33924|YEJO_ECOLI		tr|F5NXC4|F5NXC4_SHIFL
OG0002757	sp|P76537|YFEY_ECOLI		tr|F5NYA4|F5NYA4_SHIFL
OG0002758	sp|P76569|YFGD_ECOLI		tr|F5NXZ1|F5NXZ1_SHIFL
OG0002759	sp|P52598|YGBI_ECOLI	tr|Q8Y4U4|Q8Y4U4_LISMO	
OG0002760	sp|P55138|YGCE_ECOLI		tr|F5NYJ1|F5NYJ1_SHIFL
OG0002761	sp|Q46907|YGCQ_ECOLI		tr|F5NYM7|F5NYM7_SHIFL
OG0002762	sp|Q46911|YGCU_ECOLI		tr|F5NYM4|F5NYM4_SHIFL
OG0002763	sp|P08370|YGDB_ECOLI		tr|F5NZ63|F5NZ63_SHIFL
OG0002764	sp|P38521|YGGL_ECOLI		tr|F5P007|F5P007_SHIFL
OG0002765	sp|P0ADT2|YGIB_ECOLI		tr|F5NZF5|F5NZF5_SHIFL
OG0002766	sp|P0ADT5|YGIC_ECOLI		tr|F5NZF6|F5NZF6_SHIFL
OG0002767	sp|P24197|YGID_ECOLI		tr|F5NZF7|F5NZF7_SHIFL
OG0002768	sp|P64616|YHCO_ECOLI		tr|F5P0D9|F5P0D9_SHIFL
OG0002769	sp|P37630|YHIM_ECOLI		tr|F5P2U3|F5P2U3_SHIFL
OG0002770	sp|P37642|YHJD_ECOLI		tr|F5P2I4|F5P2I4_SHIFL
OG0002771	sp|P0ADJ8|YIAA_ECOLI		tr|F5P2H6|F5P2H6_SHIFL
OG0002772	sp|Q47719|Y4286_ECOLI		tr|F5NR49|F5NR49_SHIFL
OG0002773	sp|P30149|YABI_ECOLI		tr|F5NPY4|F5NPY4_SHIFL
OG0002774	sp|P0A8H8|YACG_ECOLI		tr|F5NQ29|F5NQ29_SHIFL
OG0002775	sp|P0A8E5|YACL_ECOLI		tr|F5NQ47|F5NQ47_SHIFL
OG0002776	sp|P36881|YADI_ECOLI		tr|F5NPK2|F5NPK2_SHIFL
OG0002777	sp|P0AFP0|YADS_ECOLI		tr|F5NPM7|F5NPM7_SHIFL
OG0002778	sp|Q47147|YAFJ_ECOLI		tr|F5NQ80|F5NQ80_SHIFL
OG0002779	sp|Q47156|YAFN_ECOLI		tr|F5NQ88|F5NQ88_SHIFL
OG0002780	sp|Q47157|YAFO_ECOLI		tr|F5NQ89|F5NQ89_SHIFL
OG0002781	sp|P0AAQ2|YAJD_ECOLI		tr|F5NQF8|F5NQF8_SHIFL
OG0002782	sp|P46122|YAJI_ECOLI		tr|F5NQG0|F5NQG0_SHIFL
OG0002783	sp|Q46948|YAJL_ECOLI		tr|F5NQH3|F5NQH3_SHIFL
OG0002784	sp|P37325|YBCH_ECOLI		tr|F5NRR1|F5NRR1_SHIFL
OG0002785	sp|P24252|YBGA_ECOLI		tr|F5NQW0|F5NQW0_SHIFL
OG0002786	sp|P46136|YDDG_ECOLI		tr|F5NVD8|F5NVD8_SHIFL
OG0002787	sp|P76176|YDGD_ECOLI		tr|F5NV59|F5NV59_SHIFL
OG0002788	sp|P76185|YDHJ_ECOLI		tr|F5NV01|F5NV01_SHIFL
OG0002789	sp|P0AAL6|YDHY_ECOLI		tr|F5NUW2|F5NUW2_SHIFL
OG0002790	sp|P77714|YDIT_ECOLI		tr|F5NUT2|F5NUT2_SHIFL
OG0002791	sp|P37348|YECE_ECOLI	tr|Q8Y4N0|Q8Y4N0_LISMO	
OG0002792	sp|P0AD10|YECJ_ECOLI		tr|F5NVW4|F5NVW4_SHIFL
OG0002793	sp|P64515|YECN_ECOLI		tr|F5NVS0|F5NVS0_SHIFL
OG0002794	sp|P0AA70|YEDA_ECOLI		tr|F5NW29|F5NW29_SHIFL
OG0002795	sp|P0AA31|YEDF_ECOLI		tr|F5NVZ0|F5NVZ0_SHIFL
OG0002796	sp|P76330|YEDQ_ECOLI		tr|F5NW26|F5NW26_SHIFL
OG0002797	sp|P76339|YEDV_ECOLI		tr|F5NW87|F5NW87_SHIFL
OG0002798	sp|P64526|YEEW_ECOLI		tr|F5NR14|F5NR14_SHIFL
OG0002799	sp|P62768|YAEH_ECOLI		tr|F5NPN4|F5NPN4_SHIFL
OG0002800	sp|P0AA97|YAEQ_ECOLI		tr|F5NPR5|F5NPR5_SHIFL
OG0002801	sp|P77296|YBET_ECOLI		tr|F5NRY7|F5NRY7_SHIFL
OG0002802	sp|P46119|YBJC_ECOLI		tr|F5NSJ2|F5NSJ2_SHIFL
OG0002803	sp|P60869|YBJL_ECOLI		tr|F5NSJ5|F5NSJ5_SHIFL
OG0002804	sp|P0AAY6|YBJN_ECOLI		tr|F5NSI8|F5NSI8_SHIFL
OG0002805	sp|P75829|YBJX_ECOLI		tr|F5NSG2|F5NSG2_SHIFL
OG0002806	sp|P77302|YDAM_ECOLI		tr|F5NTY1|F5NTY1_SHIFL
OG0002807	sp|P0ACW2|YDBJ_ECOLI		tr|F5NU01|F5NU01_SHIFL
OG0002808	sp|P76100|YDCK_ECOLI		tr|F5NU39|F5NU39_SHIFL
OG0002809	sp|P76180|YDGK_ECOLI		tr|F5NV19|F5NV19_SHIFL
OG0002810	sp|P77148|YDHS_ECOLI		tr|F5NUX0|F5NUX0_SHIFL
